index,name,formula,mz,rt
477,thioguanosine-diphosphate M8,C10H15N5O10P2S,468.03584,12.35
478,thioguanosine-diphosphate M9,C10H15N5O10P2S,469.039195,12.35
479,thioguanosine-diphosphate M10,C10H15N5O10P2S,470.04255,12.35
480,gamma-butyrobetaine M0,C7H15NO2,146.118,6.12
481,gamma-butyrobetaine M1,C7H15NO2,147.121355,6.12
482,gamma-butyrobetaine M2,C7H15NO2,148.12471,6.12
483,gamma-butyrobetaine M3,C7H15NO2,149.128065,6.12
484,gamma-butyrobetaine M4,C7H15NO2,150.13142,6.12
485,gamma-butyrobetaine M5,C7H15NO2,151.134775,6.12
486,gamma-butyrobetaine M6,C7H15NO2,152.13813,6.12
487,gamma-butyrobetaine M7,C7H15NO2,153.141485,6.12
488,hypoxanthine M0,C5H4N4O,137.046,3.67
489,hypoxanthine M1,C5H4N4O,138.049355,3.67
490,hypoxanthine M2,C5H4N4O,139.05271,3.67
491,hypoxanthine M3,C5H4N4O,140.056065,3.67
492,hypoxanthine M4,C5H4N4O,141.05942,3.67
493,hypoxanthine M5,C5H4N4O,142.062775,3.67
494,S-(1;2-Dicarboxyethyl)-CoA M0,C26H44N7O20P3S,900.165,9.03
495,S-(1;2-Dicarboxyethyl)-CoA M1,C26H44N7O20P3S,901.168355,9.03
496,S-(1;2-Dicarboxyethyl)-CoA M2,C26H44N7O20P3S,902.17171,9.03
497,S-(1;2-Dicarboxyethyl)-CoA M3,C26H44N7O20P3S,903.175065,9.03
498,S-(1;2-Dicarboxyethyl)-CoA M4,C26H44N7O20P3S,904.17842,9.03
499,S-(1;2-Dicarboxyethyl)-CoA M5,C26H44N7O20P3S,905.181775,9.03
500,S-(1;2-Dicarboxyethyl)-CoA M6,C26H44N7O20P3S,906.18513,9.03
501,S-(1;2-Dicarboxyethyl)-CoA M7,C26H44N7O20P3S,907.188485,9.03
502,S-(1;2-Dicarboxyethyl)-CoA M8,C26H44N7O20P3S,908.19184,9.03
503,S-(1;2-Dicarboxyethyl)-CoA M9,C26H44N7O20P3S,909.195195,9.03
504,S-(1;2-Dicarboxyethyl)-CoA M10,C26H44N7O20P3S,910.19855,9.03
505,S-(1;2-Dicarboxyethyl)-CoA M11,C26H44N7O20P3S,911.201905,9.03
506,S-(1;2-Dicarboxyethyl)-CoA M12,C26H44N7O20P3S,912.20526,9.03
507,S-(1;2-Dicarboxyethyl)-CoA M13,C26H44N7O20P3S,913.208615,9.03
508,S-(1;2-Dicarboxyethyl)-CoA M14,C26H44N7O20P3S,914.21197,9.03
509,S-(1;2-Dicarboxyethyl)-CoA M15,C26H44N7O20P3S,915.215325,9.03
510,S-(1;2-Dicarboxyethyl)-CoA M16,C26H44N7O20P3S,916.21868,9.03
511,S-(1;2-Dicarboxyethyl)-CoA M17,C26H44N7O20P3S,917.222035,9.03
512,S-(1;2-Dicarboxyethyl)-CoA M18,C26H44N7O20P3S,918.22539,9.03
513,S-(1;2-Dicarboxyethyl)-CoA M19,C26H44N7O20P3S,919.228745,9.03
514,S-(1;2-Dicarboxyethyl)-CoA M20,C26H44N7O20P3S,920.2321,9.03
515,S-(1;2-Dicarboxyethyl)-CoA M21,C26H44N7O20P3S,921.235455,9.03
516,S-(1;2-Dicarboxyethyl)-CoA M22,C26H44N7O20P3S,922.23881,9.03
517,S-(1;2-Dicarboxyethyl)-CoA M23,C26H44N7O20P3S,923.242165,9.03
518,S-(1;2-Dicarboxyethyl)-CoA M24,C26H44N7O20P3S,924.24552,9.03
519,S-(1;2-Dicarboxyethyl)-CoA M25,C26H44N7O20P3S,925.248875,9.03
520,S-(1;2-Dicarboxyethyl)-CoA M26,C26H44N7O20P3S,926.25223,9.03
521,trimethylamine N-oxide M0,C3H9NO,76.0757,4.56
522,trimethylamine N-oxide M1,C3H9NO,77.079055,4.56
523,trimethylamine N-oxide M2,C3H9NO,78.08241,4.56
524,trimethylamine N-oxide M3,C3H9NO,79.085765,4.56
525,5-hydroxyindole-3-acetic acid M0,C10H9NO3,192.066,6.21
526,5-hydroxyindole-3-acetic acid M1,C10H9NO3,193.069355,6.21
527,5-hydroxyindole-3-acetic acid M2,C10H9NO3,194.07271,6.21
528,5-hydroxyindole-3-acetic acid M3,C10H9NO3,195.076065,6.21
529,5-hydroxyindole-3-acetic acid M4,C10H9NO3,196.07942,6.21
530,5-hydroxyindole-3-acetic acid M5,C10H9NO3,197.082775,6.21
531,5-hydroxyindole-3-acetic acid M6,C10H9NO3,198.08613,6.21
532,5-hydroxyindole-3-acetic acid M7,C10H9NO3,199.089485,6.21
533,5-hydroxyindole-3-acetic acid M8,C10H9NO3,200.09284,6.21
534,5-hydroxyindole-3-acetic acid M9,C10H9NO3,201.096195,6.21
535,5-hydroxyindole-3-acetic acid M10,C10H9NO3,202.09955,6.21
